model,n_races,top1,top1_ci_low,top1_ci_high,winner_top3,ndcg5,spearman,rank_mae,winner_logloss,winner_brier
championship,87.0,0.4942528735632184,0.3916827782706427,0.5973090321542208,0.8160919540229885,0.7332029100937476,0.7023884215140753,3.768602540834845,,
strength_mc,87.0,0.4942528735632184,0.3916827782706427,0.5973090321542208,0.8160919540229885,0.7314625184196949,0.7140681774128983,3.702655105195941,1.4307371607299846,0.03269001408298044
form5,87.0,0.47126436781609193,0.36982264606894627,0.5751364060553714,0.7241379310344828,0.7006851314147728,0.6770338592880495,3.942575788129326,,
last_race,87.0,0.39080459770114945,0.29497829355939226,0.495866104513015,0.7011494252873564,0.6753804208379027,0.5429515693847925,4.360932983800497,,
uniform,87.0,0.0,0.0,0.042287506963128316,0.0,0.040536495423009085,-0.039946119915693946,7.108214021644152,2.9874462959872266,0.04788284006828704
