model,n_races,top1,winner_top3,winner_rank,spearman,rank_mae,ndcg5,n_entries,winner_logloss,winner_brier,top1_delta_vs_full,top1_ci_low,top1_ci_high,ndcg5_delta_vs_full,ndcg5_ci_low,ndcg5_ci_high,spearman_delta_vs_full,spearman_ci_low,spearman_ci_high,rank_mae_delta_vs_full,rank_mae_ci_low,rank_mae_ci_high
no_circuit,92.0,0.5108695652173914,0.8043478260869565,2.239130434782609,0.706287602613656,3.743084159674549,0.7364262483138041,19.847826086956523,1.4360154028834788,0.032579946357642865,-0.010869565217391304,-0.03260869565217391,0.0,-0.001332698111031673,-0.008205200825703718,0.004062209240585469,0.0002173352178399984,-0.0010533096247652364,0.0013889102551775914,-0.0022883295194507935,-0.008752860411899295,0.003260869565217394
full,92.0,0.5,0.8043478260869565,2.25,0.7065049378314959,3.740795830155098,0.7350935502027724,19.847826086956523,1.445785285687419,0.032823035931342164,,,,,,,,,,,,
no_reliability,92.0,0.5,0.8152173913043478,2.25,0.7064490516326228,3.7398232901093325,0.7354566183865717,19.847826086956523,1.4761583688587887,0.03348480323762871,0.0,0.0,0.0,-0.0003630681837992007,-0.0016195869959387615,0.0005241063443048492,5.5886198873143356e-05,-0.0015438922994827182,0.0016798019264914177,0.0009725400457665862,-0.01098398169336385,0.012929061784897023
strength_only,92.0,0.5,0.8043478260869565,2.260869565217391,0.7064179636825686,3.739702517162472,0.7342066971389373,19.847826086956523,2.9878966208549858,0.04786203354283667,0.0,0.0,0.0,0.0008868530638351771,-0.0008401382831461872,0.0029519780949398525,8.697414892731063e-05,-0.001402527258042794,0.00151005611054491,0.0010933129926265133,-0.009839816933638413,0.012077294685990338
no_qualifying,92.0,0.45652173913043476,0.75,2.467391304347826,0.7110564966173056,3.7368166793796083,0.7105010023314982,19.847826086956523,1.5549501338617018,0.03455315289725957,0.043478260869565216,-0.010869565217391304,0.10869565217391304,0.024592547871274344,0.00036780799428641817,0.050635293094921895,-0.004551558785809695,-0.01910943439160561,0.010893668471173006,0.003979150775489437,-0.07742404017289602,0.08707093821510294
