model,n_races,top1,top1_ci_low,top1_ci_high,winner_top3,ndcg5,spearman,rank_mae,winner_logloss,winner_brier
inferred,48.0,0.5416666666666666,0.4029107454256628,0.6742475770994771,0.8958333333333334,0.8215893972237316,0.7803891976831219,3.111842105263158,1.2108737550929998,0.030478367513949806
measured,48.0,0.5208333333333334,0.3832923230032037,0.6552868382593664,0.8958333333333334,0.8173257032522958,0.7784515256844978,3.1137061403508777,1.2518091621452407,0.03160124081274366
