n_races,top1,winner_top3,spearman,rank_mae,ndcg5,winner_log_loss,winner_brier,temperature,calibration_year,calibration_log_loss
24,0.6666666666666666,0.9583333333333334,0.6396512113617376,3.4528508771929824,0.9318881997681058,0.969774687246835,0.02375391192941736,0.9058467242826462,2024,1.5941324665397485
