circuit_id,lap_length_m,n_corners,drs_zones,longest_straight_m,overtaking_zones,layout_family,banking_pct,projected_pole_s,source,retrieved
madring,5416,22,2,837,3,street_hybrid,24,92.0,"Published layout for the 2026 debut: the-race.com circuit reveal; en.wikipedia.org/wiki/Madring; racingcircuits.info/europe/spain/madring.html. Projected pole ~1:32 as announced by the promoter.",2026-09-11
