driver_id,driver_code,constructor_id,season,round,race_id,circuit_id,source,observed_at,cutoff_utc
lawson,LAW,rb,2026,3,2026_03,suzuka,previous_event_projection,2026-03-16 00:00:00+00:00,2026-03-26T17:00:00+00:00
leclerc,LEC,ferrari,2026,3,2026_03,suzuka,previous_event_projection,2026-03-16 00:00:00+00:00,2026-03-26T17:00:00+00:00
max_verstappen,VER,red_bull,2026,3,2026_03,suzuka,previous_event_projection,2026-03-16 00:00:00+00:00,2026-03-26T17:00:00+00:00
ocon,OCO,haas,2026,3,2026_03,suzuka,previous_event_projection,2026-03-16 00:00:00+00:00,2026-03-26T17:00:00+00:00
perez,PER,cadillac,2026,3,2026_03,suzuka,previous_event_projection,2026-03-16 00:00:00+00:00,2026-03-26T17:00:00+00:00
russell,RUS,mercedes,2026,3,2026_03,suzuka,previous_event_projection,2026-03-16 00:00:00+00:00,2026-03-26T17:00:00+00:00
sainz,SAI,williams,2026,3,2026_03,suzuka,previous_event_projection,2026-03-16 00:00:00+00:00,2026-03-26T17:00:00+00:00
stroll,STR,aston_martin,2026,3,2026_03,suzuka,previous_event_projection,2026-03-16 00:00:00+00:00,2026-03-26T17:00:00+00:00
albon,ALB,williams,2026,4,2026_04,miami,previous_event_projection,2026-03-30 00:00:00+00:00,2026-05-01T08:00:00+00:00
alonso,ALO,aston_martin,2026,4,2026_04,miami,previous_event_projection,2026-03-30 00:00:00+00:00,2026-05-01T08:00:00+00:00
antonelli,ANT,mercedes,2026,4,2026_04,miami,previous_event_projection,2026-03-30 00:00:00+00:00,2026-05-01T08:00:00+00:00
arvid_lindblad,LIN,rb,2026,4,2026_04,miami,previous_event_projection,2026-03-30 00:00:00+00:00,2026-05-01T08:00:00+00:00
bearman,BEA,haas,2026,4,2026_04,miami,previous_event_projection,2026-03-30 00:00:00+00:00,2026-05-01T08:00:00+00:00
bortoleto,BOR,audi,2026,4,2026_04,miami,previous_event_projection,2026-03-30 00:00:00+00:00,2026-05-01T08:00:00+00:00
bottas,BOT,cadillac,2026,4,2026_04,miami,previous_event_projection,2026-03-30 00:00:00+00:00,2026-05-01T08:00:00+00:00
colapinto,COL,alpine,2026,4,2026_04,miami,previous_event_projection,2026-03-30 00:00:00+00:00,2026-05-01T08:00:00+00:00
gasly,GAS,alpine,2026,4,2026_04,miami,previous_event_projection,2026-03-30 00:00:00+00:00,2026-05-01T08:00:00+00:00
hadjar,HAD,red_bull,2026,4,2026_04,miami,previous_event_projection,2026-03-30 00:00:00+00:00,2026-05-01T08:00:00+00:00
hamilton,HAM,ferrari,2026,4,2026_04,miami,previous_event_projection,2026-03-30 00:00:00+00:00,2026-05-01T08:00:00+00:00
hulkenberg,HUL,audi,2026,4,2026_04,miami,previous_event_projection,2026-03-30 00:00:00+00:00,2026-05-01T08:00:00+00:00
lawson,LAW,rb,2026,4,2026_04,miami,previous_event_projection,2026-03-30 00:00:00+00:00,2026-05-01T08:00:00+00:00
leclerc,LEC,ferrari,2026,4,2026_04,miami,previous_event_projection,2026-03-30 00:00:00+00:00,2026-05-01T08:00:00+00:00
max_verstappen,VER,red_bull,2026,4,2026_04,miami,previous_event_projection,2026-03-30 00:00:00+00:00,2026-05-01T08:00:00+00:00
norris,NOR,mclaren,2026,4,2026_04,miami,previous_event_projection,2026-03-30 00:00:00+00:00,2026-05-01T08:00:00+00:00
ocon,OCO,haas,2026,4,2026_04,miami,previous_event_projection,2026-03-30 00:00:00+00:00,2026-05-01T08:00:00+00:00
perez,PER,cadillac,2026,4,2026_04,miami,previous_event_projection,2026-03-30 00:00:00+00:00,2026-05-01T08:00:00+00:00
piastri,PIA,mclaren,2026,4,2026_04,miami,previous_event_projection,2026-03-30 00:00:00+00:00,2026-05-01T08:00:00+00:00
russell,RUS,mercedes,2026,4,2026_04,miami,previous_event_projection,2026-03-30 00:00:00+00:00,2026-05-01T08:00:00+00:00
sainz,SAI,williams,2026,4,2026_04,miami,previous_event_projection,2026-03-30 00:00:00+00:00,2026-05-01T08:00:00+00:00
stroll,STR,aston_martin,2026,4,2026_04,miami,previous_event_projection,2026-03-30 00:00:00+00:00,2026-05-01T08:00:00+00:00
albon,ALB,williams,2026,5,2026_05,villeneuve,previous_event_projection,2026-05-04 00:00:00+00:00,2026-05-22T08:00:00+00:00
alonso,ALO,aston_martin,2026,5,2026_05,villeneuve,previous_event_projection,2026-05-04 00:00:00+00:00,2026-05-22T08:00:00+00:00
antonelli,ANT,mercedes,2026,5,2026_05,villeneuve,previous_event_projection,2026-05-04 00:00:00+00:00,2026-05-22T08:00:00+00:00
arvid_lindblad,LIN,rb,2026,5,2026_05,villeneuve,previous_event_projection,2026-05-04 00:00:00+00:00,2026-05-22T08:00:00+00:00
bearman,BEA,haas,2026,5,2026_05,villeneuve,previous_event_projection,2026-05-04 00:00:00+00:00,2026-05-22T08:00:00+00:00
bortoleto,BOR,audi,2026,5,2026_05,villeneuve,previous_event_projection,2026-05-04 00:00:00+00:00,2026-05-22T08:00:00+00:00
bottas,BOT,cadillac,2026,5,2026_05,villeneuve,previous_event_projection,2026-05-04 00:00:00+00:00,2026-05-22T08:00:00+00:00
colapinto,COL,alpine,2026,5,2026_05,villeneuve,previous_event_projection,2026-05-04 00:00:00+00:00,2026-05-22T08:00:00+00:00
gasly,GAS,alpine,2026,5,2026_05,villeneuve,previous_event_projection,2026-05-04 00:00:00+00:00,2026-05-22T08:00:00+00:00
hadjar,HAD,red_bull,2026,5,2026_05,villeneuve,previous_event_projection,2026-05-04 00:00:00+00:00,2026-05-22T08:00:00+00:00
hamilton,HAM,ferrari,2026,5,2026_05,villeneuve,previous_event_projection,2026-05-04 00:00:00+00:00,2026-05-22T08:00:00+00:00
hulkenberg,HUL,audi,2026,5,2026_05,villeneuve,previous_event_projection,2026-05-04 00:00:00+00:00,2026-05-22T08:00:00+00:00
lawson,LAW,rb,2026,5,2026_05,villeneuve,previous_event_projection,2026-05-04 00:00:00+00:00,2026-05-22T08:00:00+00:00
leclerc,LEC,ferrari,2026,5,2026_05,villeneuve,previous_event_projection,2026-05-04 00:00:00+00:00,2026-05-22T08:00:00+00:00
max_verstappen,VER,red_bull,2026,5,2026_05,villeneuve,previous_event_projection,2026-05-04 00:00:00+00:00,2026-05-22T08:00:00+00:00
norris,NOR,mclaren,2026,5,2026_05,villeneuve,previous_event_projection,2026-05-04 00:00:00+00:00,2026-05-22T08:00:00+00:00
ocon,OCO,haas,2026,5,2026_05,villeneuve,previous_event_projection,2026-05-04 00:00:00+00:00,2026-05-22T08:00:00+00:00
perez,PER,cadillac,2026,5,2026_05,villeneuve,previous_event_projection,2026-05-04 00:00:00+00:00,2026-05-22T08:00:00+00:00
piastri,PIA,mclaren,2026,5,2026_05,villeneuve,previous_event_projection,2026-05-04 00:00:00+00:00,2026-05-22T08:00:00+00:00
russell,RUS,mercedes,2026,5,2026_05,villeneuve,previous_event_projection,2026-05-04 00:00:00+00:00,2026-05-22T08:00:00+00:00
sainz,SAI,williams,2026,5,2026_05,villeneuve,previous_event_projection,2026-05-04 00:00:00+00:00,2026-05-22T08:00:00+00:00
stroll,STR,aston_martin,2026,5,2026_05,villeneuve,previous_event_projection,2026-05-04 00:00:00+00:00,2026-05-22T08:00:00+00:00
albon,ALB,williams,2026,6,2026_06,monaco,previous_event_projection,2026-05-25 00:00:00+00:00,2026-06-05T01:00:00+00:00
alonso,ALO,aston_martin,2026,6,2026_06,monaco,previous_event_projection,2026-05-25 00:00:00+00:00,2026-06-05T01:00:00+00:00
antonelli,ANT,mercedes,2026,6,2026_06,monaco,previous_event_projection,2026-05-25 00:00:00+00:00,2026-06-05T01:00:00+00:00
bearman,BEA,haas,2026,6,2026_06,monaco,previous_event_projection,2026-05-25 00:00:00+00:00,2026-06-05T01:00:00+00:00
bortoleto,BOR,audi,2026,6,2026_06,monaco,previous_event_projection,2026-05-25 00:00:00+00:00,2026-06-05T01:00:00+00:00
bottas,BOT,cadillac,2026,6,2026_06,monaco,previous_event_projection,2026-05-25 00:00:00+00:00,2026-06-05T01:00:00+00:00
colapinto,COL,alpine,2026,6,2026_06,monaco,previous_event_projection,2026-05-25 00:00:00+00:00,2026-06-05T01:00:00+00:00
gasly,GAS,alpine,2026,6,2026_06,monaco,previous_event_projection,2026-05-25 00:00:00+00:00,2026-06-05T01:00:00+00:00
hadjar,HAD,red_bull,2026,6,2026_06,monaco,previous_event_projection,2026-05-25 00:00:00+00:00,2026-06-05T01:00:00+00:00
hamilton,HAM,ferrari,2026,6,2026_06,monaco,previous_event_projection,2026-05-25 00:00:00+00:00,2026-06-05T01:00:00+00:00
hulkenberg,HUL,audi,2026,6,2026_06,monaco,previous_event_projection,2026-05-25 00:00:00+00:00,2026-06-05T01:00:00+00:00
lawson,LAW,rb,2026,6,2026_06,monaco,previous_event_projection,2026-05-25 00:00:00+00:00,2026-06-05T01:00:00+00:00
leclerc,LEC,ferrari,2026,6,2026_06,monaco,previous_event_projection,2026-05-25 00:00:00+00:00,2026-06-05T01:00:00+00:00
max_verstappen,VER,red_bull,2026,6,2026_06,monaco,previous_event_projection,2026-05-25 00:00:00+00:00,2026-06-05T01:00:00+00:00
norris,NOR,mclaren,2026,6,2026_06,monaco,previous_event_projection,2026-05-25 00:00:00+00:00,2026-06-05T01:00:00+00:00
ocon,OCO,haas,2026,6,2026_06,monaco,previous_event_projection,2026-05-25 00:00:00+00:00,2026-06-05T01:00:00+00:00
perez,PER,cadillac,2026,6,2026_06,monaco,previous_event_projection,2026-05-25 00:00:00+00:00,2026-06-05T01:00:00+00:00
piastri,PIA,mclaren,2026,6,2026_06,monaco,previous_event_projection,2026-05-25 00:00:00+00:00,2026-06-05T01:00:00+00:00
russell,RUS,mercedes,2026,6,2026_06,monaco,previous_event_projection,2026-05-25 00:00:00+00:00,2026-06-05T01:00:00+00:00
sainz,SAI,williams,2026,6,2026_06,monaco,previous_event_projection,2026-05-25 00:00:00+00:00,2026-06-05T01:00:00+00:00
stroll,STR,aston_martin,2026,6,2026_06,monaco,previous_event_projection,2026-05-25 00:00:00+00:00,2026-06-05T01:00:00+00:00
albon,ALB,williams,2026,7,2026_07,catalunya,previous_event_projection,2026-06-08 00:00:00+00:00,2026-06-12T01:00:00+00:00
alonso,ALO,aston_martin,2026,7,2026_07,catalunya,previous_event_projection,2026-06-08 00:00:00+00:00,2026-06-12T01:00:00+00:00
antonelli,ANT,mercedes,2026,7,2026_07,catalunya,previous_event_projection,2026-06-08 00:00:00+00:00,2026-06-12T01:00:00+00:00
arvid_lindblad,LIN,rb,2026,7,2026_07,catalunya,previous_event_projection,2026-06-08 00:00:00+00:00,2026-06-12T01:00:00+00:00
bearman,BEA,haas,2026,7,2026_07,catalunya,previous_event_projection,2026-06-08 00:00:00+00:00,2026-06-12T01:00:00+00:00
bortoleto,BOR,audi,2026,7,2026_07,catalunya,previous_event_projection,2026-06-08 00:00:00+00:00,2026-06-12T01:00:00+00:00
bottas,BOT,cadillac,2026,7,2026_07,catalunya,previous_event_projection,2026-06-08 00:00:00+00:00,2026-06-12T01:00:00+00:00
colapinto,COL,alpine,2026,7,2026_07,catalunya,previous_event_projection,2026-06-08 00:00:00+00:00,2026-06-12T01:00:00+00:00
gasly,GAS,alpine,2026,7,2026_07,catalunya,previous_event_projection,2026-06-08 00:00:00+00:00,2026-06-12T01:00:00+00:00
hadjar,HAD,red_bull,2026,7,2026_07,catalunya,previous_event_projection,2026-06-08 00:00:00+00:00,2026-06-12T01:00:00+00:00
hamilton,HAM,ferrari,2026,7,2026_07,catalunya,previous_event_projection,2026-06-08 00:00:00+00:00,2026-06-12T01:00:00+00:00
hulkenberg,HUL,audi,2026,7,2026_07,catalunya,previous_event_projection,2026-06-08 00:00:00+00:00,2026-06-12T01:00:00+00:00
lawson,LAW,rb,2026,7,2026_07,catalunya,previous_event_projection,2026-06-08 00:00:00+00:00,2026-06-12T01:00:00+00:00
leclerc,LEC,ferrari,2026,7,2026_07,catalunya,previous_event_projection,2026-06-08 00:00:00+00:00,2026-06-12T01:00:00+00:00
max_verstappen,VER,red_bull,2026,7,2026_07,catalunya,previous_event_projection,2026-06-08 00:00:00+00:00,2026-06-12T01:00:00+00:00
norris,NOR,mclaren,2026,7,2026_07,catalunya,previous_event_projection,2026-06-08 00:00:00+00:00,2026-06-12T01:00:00+00:00
ocon,OCO,haas,2026,7,2026_07,catalunya,previous_event_projection,2026-06-08 00:00:00+00:00,2026-06-12T01:00:00+00:00
perez,PER,cadillac,2026,7,2026_07,catalunya,previous_event_projection,2026-06-08 00:00:00+00:00,2026-06-12T01:00:00+00:00
piastri,PIA,mclaren,2026,7,2026_07,catalunya,previous_event_projection,2026-06-08 00:00:00+00:00,2026-06-12T01:00:00+00:00
russell,RUS,mercedes,2026,7,2026_07,catalunya,previous_event_projection,2026-06-08 00:00:00+00:00,2026-06-12T01:00:00+00:00
sainz,SAI,williams,2026,7,2026_07,catalunya,previous_event_projection,2026-06-08 00:00:00+00:00,2026-06-12T01:00:00+00:00
stroll,STR,aston_martin,2026,7,2026_07,catalunya,previous_event_projection,2026-06-08 00:00:00+00:00,2026-06-12T01:00:00+00:00
albon,ALB,williams,2026,8,2026_08,red_bull_ring,previous_event_projection,2026-06-15 00:00:00+00:00,2026-06-26T01:00:00+00:00
alonso,ALO,aston_martin,2026,8,2026_08,red_bull_ring,previous_event_projection,2026-06-15 00:00:00+00:00,2026-06-26T01:00:00+00:00
antonelli,ANT,mercedes,2026,8,2026_08,red_bull_ring,previous_event_projection,2026-06-15 00:00:00+00:00,2026-06-26T01:00:00+00:00
arvid_lindblad,LIN,rb,2026,8,2026_08,red_bull_ring,previous_event_projection,2026-06-15 00:00:00+00:00,2026-06-26T01:00:00+00:00
bearman,BEA,haas,2026,8,2026_08,red_bull_ring,previous_event_projection,2026-06-15 00:00:00+00:00,2026-06-26T01:00:00+00:00
bortoleto,BOR,audi,2026,8,2026_08,red_bull_ring,previous_event_projection,2026-06-15 00:00:00+00:00,2026-06-26T01:00:00+00:00
bottas,BOT,cadillac,2026,8,2026_08,red_bull_ring,previous_event_projection,2026-06-15 00:00:00+00:00,2026-06-26T01:00:00+00:00
colapinto,COL,alpine,2026,8,2026_08,red_bull_ring,previous_event_projection,2026-06-15 00:00:00+00:00,2026-06-26T01:00:00+00:00
gasly,GAS,alpine,2026,8,2026_08,red_bull_ring,previous_event_projection,2026-06-15 00:00:00+00:00,2026-06-26T01:00:00+00:00
hadjar,HAD,red_bull,2026,8,2026_08,red_bull_ring,previous_event_projection,2026-06-15 00:00:00+00:00,2026-06-26T01:00:00+00:00
hamilton,HAM,ferrari,2026,8,2026_08,red_bull_ring,previous_event_projection,2026-06-15 00:00:00+00:00,2026-06-26T01:00:00+00:00
hulkenberg,HUL,audi,2026,8,2026_08,red_bull_ring,previous_event_projection,2026-06-15 00:00:00+00:00,2026-06-26T01:00:00+00:00
lawson,LAW,rb,2026,8,2026_08,red_bull_ring,previous_event_projection,2026-06-15 00:00:00+00:00,2026-06-26T01:00:00+00:00
leclerc,LEC,ferrari,2026,8,2026_08,red_bull_ring,previous_event_projection,2026-06-15 00:00:00+00:00,2026-06-26T01:00:00+00:00
max_verstappen,VER,red_bull,2026,8,2026_08,red_bull_ring,previous_event_projection,2026-06-15 00:00:00+00:00,2026-06-26T01:00:00+00:00
norris,NOR,mclaren,2026,8,2026_08,red_bull_ring,previous_event_projection,2026-06-15 00:00:00+00:00,2026-06-26T01:00:00+00:00
ocon,OCO,haas,2026,8,2026_08,red_bull_ring,previous_event_projection,2026-06-15 00:00:00+00:00,2026-06-26T01:00:00+00:00
perez,PER,cadillac,2026,8,2026_08,red_bull_ring,previous_event_projection,2026-06-15 00:00:00+00:00,2026-06-26T01:00:00+00:00
piastri,PIA,mclaren,2026,8,2026_08,red_bull_ring,previous_event_projection,2026-06-15 00:00:00+00:00,2026-06-26T01:00:00+00:00
russell,RUS,mercedes,2026,8,2026_08,red_bull_ring,previous_event_projection,2026-06-15 00:00:00+00:00,2026-06-26T01:00:00+00:00
sainz,SAI,williams,2026,8,2026_08,red_bull_ring,previous_event_projection,2026-06-15 00:00:00+00:00,2026-06-26T01:00:00+00:00
stroll,STR,aston_martin,2026,8,2026_08,red_bull_ring,previous_event_projection,2026-06-15 00:00:00+00:00,2026-06-26T01:00:00+00:00
albon,ALB,williams,2026,9,2026_09,silverstone,previous_event_projection,2026-06-29 00:00:00+00:00,2026-07-03T02:00:00+00:00
alonso,ALO,aston_martin,2026,9,2026_09,silverstone,previous_event_projection,2026-06-29 00:00:00+00:00,2026-07-03T02:00:00+00:00
antonelli,ANT,mercedes,2026,9,2026_09,silverstone,previous_event_projection,2026-06-29 00:00:00+00:00,2026-07-03T02:00:00+00:00
arvid_lindblad,LIN,rb,2026,9,2026_09,silverstone,previous_event_projection,2026-06-29 00:00:00+00:00,2026-07-03T02:00:00+00:00
bearman,BEA,haas,2026,9,2026_09,silverstone,previous_event_projection,2026-06-29 00:00:00+00:00,2026-07-03T02:00:00+00:00
bortoleto,BOR,audi,2026,9,2026_09,silverstone,previous_event_projection,2026-06-29 00:00:00+00:00,2026-07-03T02:00:00+00:00
bottas,BOT,cadillac,2026,9,2026_09,silverstone,previous_event_projection,2026-06-29 00:00:00+00:00,2026-07-03T02:00:00+00:00
colapinto,COL,alpine,2026,9,2026_09,silverstone,previous_event_projection,2026-06-29 00:00:00+00:00,2026-07-03T02:00:00+00:00
gasly,GAS,alpine,2026,9,2026_09,silverstone,previous_event_projection,2026-06-29 00:00:00+00:00,2026-07-03T02:00:00+00:00
hadjar,HAD,red_bull,2026,9,2026_09,silverstone,previous_event_projection,2026-06-29 00:00:00+00:00,2026-07-03T02:00:00+00:00
hamilton,HAM,ferrari,2026,9,2026_09,silverstone,previous_event_projection,2026-06-29 00:00:00+00:00,2026-07-03T02:00:00+00:00
hulkenberg,HUL,audi,2026,9,2026_09,silverstone,previous_event_projection,2026-06-29 00:00:00+00:00,2026-07-03T02:00:00+00:00
lawson,LAW,rb,2026,9,2026_09,silverstone,previous_event_projection,2026-06-29 00:00:00+00:00,2026-07-03T02:00:00+00:00
leclerc,LEC,ferrari,2026,9,2026_09,silverstone,previous_event_projection,2026-06-29 00:00:00+00:00,2026-07-03T02:00:00+00:00
max_verstappen,VER,red_bull,2026,9,2026_09,silverstone,previous_event_projection,2026-06-29 00:00:00+00:00,2026-07-03T02:00:00+00:00
norris,NOR,mclaren,2026,9,2026_09,silverstone,previous_event_projection,2026-06-29 00:00:00+00:00,2026-07-03T02:00:00+00:00
ocon,OCO,haas,2026,9,2026_09,silverstone,previous_event_projection,2026-06-29 00:00:00+00:00,2026-07-03T02:00:00+00:00
perez,PER,cadillac,2026,9,2026_09,silverstone,previous_event_projection,2026-06-29 00:00:00+00:00,2026-07-03T02:00:00+00:00
piastri,PIA,mclaren,2026,9,2026_09,silverstone,previous_event_projection,2026-06-29 00:00:00+00:00,2026-07-03T02:00:00+00:00
russell,RUS,mercedes,2026,9,2026_09,silverstone,previous_event_projection,2026-06-29 00:00:00+00:00,2026-07-03T02:00:00+00:00
sainz,SAI,williams,2026,9,2026_09,silverstone,previous_event_projection,2026-06-29 00:00:00+00:00,2026-07-03T02:00:00+00:00
stroll,STR,aston_martin,2026,9,2026_09,silverstone,previous_event_projection,2026-06-29 00:00:00+00:00,2026-07-03T02:00:00+00:00
albon,ALB,williams,2026,10,2026_10,spa,previous_event_projection,2026-07-06 00:00:00+00:00,2026-07-17T01:00:00+00:00
alonso,ALO,aston_martin,2026,10,2026_10,spa,previous_event_projection,2026-07-06 00:00:00+00:00,2026-07-17T01:00:00+00:00
antonelli,ANT,mercedes,2026,10,2026_10,spa,previous_event_projection,2026-07-06 00:00:00+00:00,2026-07-17T01:00:00+00:00
arvid_lindblad,LIN,rb,2026,10,2026_10,spa,previous_event_projection,2026-07-06 00:00:00+00:00,2026-07-17T01:00:00+00:00
bearman,BEA,haas,2026,10,2026_10,spa,previous_event_projection,2026-07-06 00:00:00+00:00,2026-07-17T01:00:00+00:00
bortoleto,BOR,audi,2026,10,2026_10,spa,previous_event_projection,2026-07-06 00:00:00+00:00,2026-07-17T01:00:00+00:00
bottas,BOT,cadillac,2026,10,2026_10,spa,previous_event_projection,2026-07-06 00:00:00+00:00,2026-07-17T01:00:00+00:00
colapinto,COL,alpine,2026,10,2026_10,spa,previous_event_projection,2026-07-06 00:00:00+00:00,2026-07-17T01:00:00+00:00
gasly,GAS,alpine,2026,10,2026_10,spa,previous_event_projection,2026-07-06 00:00:00+00:00,2026-07-17T01:00:00+00:00
hadjar,HAD,red_bull,2026,10,2026_10,spa,previous_event_projection,2026-07-06 00:00:00+00:00,2026-07-17T01:00:00+00:00
hamilton,HAM,ferrari,2026,10,2026_10,spa,previous_event_projection,2026-07-06 00:00:00+00:00,2026-07-17T01:00:00+00:00
hulkenberg,HUL,audi,2026,10,2026_10,spa,previous_event_projection,2026-07-06 00:00:00+00:00,2026-07-17T01:00:00+00:00
lawson,LAW,rb,2026,10,2026_10,spa,previous_event_projection,2026-07-06 00:00:00+00:00,2026-07-17T01:00:00+00:00
leclerc,LEC,ferrari,2026,10,2026_10,spa,previous_event_projection,2026-07-06 00:00:00+00:00,2026-07-17T01:00:00+00:00
max_verstappen,VER,red_bull,2026,10,2026_10,spa,previous_event_projection,2026-07-06 00:00:00+00:00,2026-07-17T01:00:00+00:00
norris,NOR,mclaren,2026,10,2026_10,spa,previous_event_projection,2026-07-06 00:00:00+00:00,2026-07-17T01:00:00+00:00
ocon,OCO,haas,2026,10,2026_10,spa,previous_event_projection,2026-07-06 00:00:00+00:00,2026-07-17T01:00:00+00:00
perez,PER,cadillac,2026,10,2026_10,spa,previous_event_projection,2026-07-06 00:00:00+00:00,2026-07-17T01:00:00+00:00
piastri,PIA,mclaren,2026,10,2026_10,spa,previous_event_projection,2026-07-06 00:00:00+00:00,2026-07-17T01:00:00+00:00
russell,RUS,mercedes,2026,10,2026_10,spa,previous_event_projection,2026-07-06 00:00:00+00:00,2026-07-17T01:00:00+00:00
sainz,SAI,williams,2026,10,2026_10,spa,previous_event_projection,2026-07-06 00:00:00+00:00,2026-07-17T01:00:00+00:00
stroll,STR,aston_martin,2026,10,2026_10,spa,previous_event_projection,2026-07-06 00:00:00+00:00,2026-07-17T01:00:00+00:00
albon,ALB,williams,2026,11,2026_11,hungaroring,previous_event_projection,2026-07-20 00:00:00+00:00,2026-07-24T01:00:00+00:00
alonso,ALO,aston_martin,2026,11,2026_11,hungaroring,previous_event_projection,2026-07-20 00:00:00+00:00,2026-07-24T01:00:00+00:00
antonelli,ANT,mercedes,2026,11,2026_11,hungaroring,previous_event_projection,2026-07-20 00:00:00+00:00,2026-07-24T01:00:00+00:00
arvid_lindblad,LIN,rb,2026,11,2026_11,hungaroring,previous_event_projection,2026-07-20 00:00:00+00:00,2026-07-24T01:00:00+00:00
bearman,BEA,haas,2026,11,2026_11,hungaroring,previous_event_projection,2026-07-20 00:00:00+00:00,2026-07-24T01:00:00+00:00
bortoleto,BOR,audi,2026,11,2026_11,hungaroring,previous_event_projection,2026-07-20 00:00:00+00:00,2026-07-24T01:00:00+00:00
bottas,BOT,cadillac,2026,11,2026_11,hungaroring,previous_event_projection,2026-07-20 00:00:00+00:00,2026-07-24T01:00:00+00:00
colapinto,COL,alpine,2026,11,2026_11,hungaroring,previous_event_projection,2026-07-20 00:00:00+00:00,2026-07-24T01:00:00+00:00
