outcome,probability_column,n,predicted_mean,observed_rate,ece,brier
winner,win_probability,1826,0.050383351588170866,0.050383351588170866,0.0072684556407447976,0.03281868857064622
podium,podium_probability,1826,0.1511500547645126,0.1511500547645126,0.018488554216867462,0.0825370970427163
top10,top10_probability,1826,0.5038335158817087,0.5038335158817087,0.055176067907995646,0.17355126027382256
dnf,dnf_probability,1826,0.12045372056716203,0.11171960569550932,0.039643543153164165,0.10230182460953363
finish_inside_p10_p90,finish_p10..finish_p90,1826,0.8,0.7990142387732749,0.0009857612267251126,
