race_id,top1,winner_top3,winner_rank,spearman,rank_mae,ndcg5,n_entries,winner_logloss,winner_brier,model,circuit_source
2024_21,1.0,1.0,1.0,0.4035714285714285,5.0,0.690141273854038,18.0,1.2263888436102681,0.03362789416666667,strength_mc,measured
2024_22,0.0,0.0,5.0,0.717234262125903,3.6,0.31516947279359525,20.0,2.4185572692464663,0.05179301025000001,strength_mc,measured
2024_23,0.0,1.0,3.0,0.43214285714285705,4.4,0.6384188142464245,20.0,1.7596795757646433,0.04260492774999999,strength_mc,measured
2024_24,1.0,1.0,1.0,0.6519607843137255,3.4,0.7844246738269707,20.0,1.4675044165454338,0.036058497999999994,strength_mc,measured
2025_01,1.0,1.0,1.0,0.6395604395604396,4.5,0.9028355767502371,20.0,1.1968316961745695,0.02989733100000001,strength_mc,measured
2025_02,0.0,1.0,3.0,0.5205882352941177,5.6,0.7558689994293235,20.0,1.909867557708384,0.04505187125,strength_mc,measured
2025_03,0.0,1.0,3.0,0.837593984962406,2.3,0.7998571566789879,20.0,1.899456044683429,0.04629869624999999,strength_mc,measured
2025_04,0.0,1.0,2.0,0.7089783281733747,3.7,0.7373259948886818,20.0,1.7062241811217924,0.042673876,strength_mc,measured
2025_05,0.0,1.0,2.0,0.9484004127966976,2.4,0.7273315316582878,20.0,1.5682959691029252,0.03863052599999999,strength_mc,measured
2025_06,0.0,1.0,2.0,0.8911764705882352,2.0,0.8560722310017573,20.0,1.4582201006914794,0.036353263749999996,strength_mc,measured
2025_07,0.0,1.0,3.0,0.915376676986584,2.6,0.7649943968077365,20.0,1.951224243879082,0.046744680999999996,strength_mc,measured
2025_08,1.0,1.0,1.0,0.5933952528379773,4.3,0.9359476947566552,20.0,1.3006672751524537,0.03241915225,strength_mc,measured
2025_09,0.0,1.0,2.0,0.7107843137254903,3.6842105263157894,0.8486353216924086,19.0,1.21976349023226,0.035065098157894735,strength_mc,measured
2025_10,0.0,0.0,5.0,0.4303405572755417,4.7,0.47796999931378936,20.0,2.5542567279227937,0.05365943175000001,strength_mc,measured
2025_11,0.0,1.0,2.0,0.6970588235294117,4.7368421052631575,0.8316840144429573,19.0,1.3858944410985636,0.037937552631578955,strength_mc,measured
2025_12,0.0,1.0,2.0,0.28928571428571426,5.052631578947368,0.7656334214634364,19.0,1.2877167977588968,0.03432616789473684,strength_mc,measured
2025_13,1.0,1.0,1.0,0.5759398496240601,3.7,1.0,20.0,1.087523991682689,0.029004293999999996,strength_mc,measured
2025_14,0.0,1.0,2.0,0.5526315789473685,4.2,0.8493512133953158,20.0,1.1378730026214123,0.03024485825,strength_mc,measured
2025_15,0.0,1.0,2.0,0.22187822497420018,6.0,0.5839612673655622,20.0,1.022902029433634,0.028385700499999993,strength_mc,measured
2025_16,0.0,1.0,3.0,0.8493292053663571,2.736842105263158,0.7351687477870975,19.0,2.410170303673983,0.058772120789473685,strength_mc,measured
2025_17,0.0,1.0,3.0,0.7017543859649124,4.5,0.4667281296006492,20.0,2.158917743181633,0.05074144249999998,strength_mc,measured
2025_18,0.0,0.0,4.0,0.8947368421052632,2.3,0.6193192299367019,20.0,2.3428863897675716,0.051814787000000015,strength_mc,measured
2025_19,0.0,1.0,3.0,0.7596491228070175,3.5,0.628180082554823,20.0,1.8438952236485835,0.04562676775,strength_mc,measured
2025_20,0.0,1.0,2.0,0.7181372549019608,4.1,0.6542454809249159,20.0,1.2817541818459668,0.032612432250000004,strength_mc,measured
2025_21,1.0,1.0,1.0,0.661764705882353,4.7,0.7979996068898434,20.0,1.148380430902231,0.028793617,strength_mc,measured
2025_22,0.0,1.0,3.0,0.7607142857142856,4.5,0.5065572710600578,20.0,1.9815891415123312,0.04737556475,strength_mc,measured
2025_23,0.0,1.0,3.0,0.6883384932920537,3.7,0.6126690007597779,20.0,1.7478382821701268,0.044636935249999996,strength_mc,measured
2025_24,0.0,1.0,3.0,0.5714285714285714,4.1,0.7351687477870975,20.0,1.6930912974313537,0.04423844974999999,strength_mc,measured
