model,n_races,top1,top1_ci_low,top1_ci_high,winner_top3,ndcg5,spearman,rank_mae,winner_logloss,winner_brier
inferred,48.0,0.2708333333333333,0.16565957625488884,0.4099696498568405,0.75,0.692486150273611,0.696247707078783,3.7287280701754386,1.721810081665497,0.0400943929094481
measured,48.0,0.2708333333333333,0.16565957625488884,0.4099696498568405,0.75,0.692486150273611,0.696247707078783,3.730921052631579,1.7181051185435245,0.04006279309256213
